txn_id,txn_date,customer_id,account_id,product_id,amount,status,channel,is_fraud_flag
1843,2025-02-17,434,516,4,35.63,SUCCESS,Mobile,0
1844,2025-12-07,386,629,3,15.83,SUCCESS,Mobile,0
1845,2025-02-10,328,565,10,54.34,FAILED,Mobile,0
1846,2025-03-14,70,538,7,111.34,SUCCESS,Mobile,1
1847,2025-09-14,6,612,12,87.52,SUCCESS,Web,0
1848,2026-01-02,22,719,3,42.03,SUCCESS,Branch,0
1849,2025-06-09,473,731,9,28.88,SUCCESS,Web,0
1850,2025-03-12,174,526,9,54.04,SUCCESS,Web,0
1851,2026-01-28,95,418,6,59.19,SUCCESS,Mobile,0
1852,2025-08-04,189,572,12,34.97,SUCCESS,Mobile,0
1853,2025-04-09,419,665,7,7.89,SUCCESS,Web,0
1854,2026-01-26,498,566,3,13.02,SUCCESS,Web,0
1855,2025-05-30,318,767,3,43.63,SUCCESS,Web,0
1856,2025-02-27,69,411,12,40.24,SUCCESS,Mobile,0
1857,2025-10-21,86,21,1,25.1,SUCCESS,Web,0
1858,2025-08-30,57,547,11,39.05,SUCCESS,Mobile,0
1859,2025-12-15,112,692,6,13.75,SUCCESS,Mobile,1
1860,2025-06-28,153,454,3,29.74,SUCCESS,Web,0
1861,2025-01-30,466,483,1,27.07,FAILED,Mobile,0
1862,2025-10-07,329,154,8,10.19,SUCCESS,Branch,0
1863,2025-05-08,153,655,8,34.9,FAILED,Mobile,0
1864,2025-09-24,93,5,8,13.26,SUCCESS,Web,0
1865,2025-11-10,374,673,8,56.01,SUCCESS,Branch,0
1866,2025-11-13,161,633,12,40.48,FAILED,Mobile,0
1867,2025-03-18,363,721,5,22.18,SUCCESS,Branch,0
1868,2025-03-23,8,684,7,17.98,SUCCESS,Web,0
1869,2025-10-21,360,788,12,14.37,SUCCESS,API,0
1870,2025-04-07,120,746,3,24.89,SUCCESS,Mobile,0
1871,2025-04-04,141,312,10,52.64,SUCCESS,Mobile,0
1872,2025-05-15,317,322,2,27.03,SUCCESS,Mobile,0
1873,2025-11-08,392,631,6,29.87,SUCCESS,Web,0
1874,2025-03-19,240,520,1,17.06,SUCCESS,Web,1
1875,2026-01-14,117,64,2,24.46,SUCCESS,Mobile,0
1876,2025-07-14,114,669,7,28.92,SUCCESS,Mobile,0
1877,2025-11-01,361,432,9,35.68,SUCCESS,Mobile,0
1878,2025-04-17,492,659,7,29.8,SUCCESS,Web,0
1879,2025-08-13,27,649,10,43.35,SUCCESS,Mobile,0
1880,2025-09-06,310,584,8,49.06,SUCCESS,Mobile,0
1881,2025-11-11,387,369,8,82.85,SUCCESS,Mobile,0
1882,2025-10-28,289,15,10,37.79,FAILED,Web,0
1883,2025-06-03,223,482,3,42.63,SUCCESS,Branch,0
1884,2025-03-18,156,324,6,24.2,SUCCESS,Web,0
1885,2025-10-27,213,319,2,83.36,SUCCESS,Mobile,0
1886,2025-11-30,180,91,9,24.97,SUCCESS,Mobile,0
1887,2025-03-03,285,303,7,47.52,SUCCESS,Mobile,0
1888,2025-11-08,93,269,3,24.64,SUCCESS,Web,0
1889,2025-10-31,189,480,6,30.37,SUCCESS,Web,0
1890,2025-05-02,244,99,10,33.51,SUCCESS,Branch,0
1891,2025-06-15,329,368,1,10.26,SUCCESS,API,0
1892,2025-10-08,317,302,7,37.3,SUCCESS,Mobile,0
1893,2025-04-15,150,10,9,31.56,SUCCESS,Mobile,0
1894,2025-08-12,200,439,5,22.1,SUCCESS,Mobile,0
1895,2025-04-01,313,535,9,18.12,SUCCESS,Mobile,0
1896,2025-01-30,45,279,8,22.55,SUCCESS,Web,0
1897,2025-12-20,81,68,8,17.5,SUCCESS,Web,0
1898,2025-02-20,215,133,6,24.53,SUCCESS,Mobile,0
1899,2025-03-19,231,516,3,22.16,SUCCESS,Branch,0
1900,2025-02-24,30,414,4,26.87,SUCCESS,Web,0
1901,2025-04-07,463,105,1,52.3,SUCCESS,API,0
1902,2025-09-28,142,225,11,19.19,SUCCESS,Web,0
1903,2026-01-28,217,240,6,23.33,SUCCESS,Web,0
1904,2025-04-16,336,744,7,35.52,SUCCESS,Mobile,0
1905,2025-02-22,497,118,12,18.39,SUCCESS,Web,0
1906,2025-09-11,432,530,10,52.31,SUCCESS,Mobile,0
1907,2025-03-09,146,416,9,18.56,SUCCESS,Web,0
1908,2026-01-08,160,417,5,35.9,SUCCESS,Mobile,0
1909,2025-04-26,366,638,2,62.63,SUCCESS,Mobile,0
1910,2025-11-14,166,711,7,18.35,SUCCESS,Mobile,0
1911,2025-02-17,116,616,11,20.5,SUCCESS,Mobile,0
1912,2025-03-31,53,112,11,25.27,SUCCESS,Mobile,0
1913,2025-06-14,143,14,12,33.5,FAILED,API,0
1914,2025-04-17,421,778,7,30.63,SUCCESS,Mobile,0
1915,2025-05-07,378,617,11,32.78,SUCCESS,Web,0
1916,2025-04-03,305,500,5,44.87,SUCCESS,Mobile,0
1917,2025-04-20,33,229,11,29.6,SUCCESS,Web,0
1918,2025-04-17,269,686,12,13.75,SUCCESS,Mobile,0
1919,2025-06-14,199,403,2,71.1,SUCCESS,Mobile,0
1920,2025-07-18,192,107,7,42.9,SUCCESS,Mobile,0
1921,2025-07-20,147,239,1,15.42,SUCCESS,Mobile,0
1922,2025-06-21,85,3,11,29.65,SUCCESS,Mobile,0
1923,2026-01-21,56,760,6,53.05,SUCCESS,Branch,0
1924,2025-10-22,293,647,6,19.2,SUCCESS,Mobile,0
1925,2025-05-13,58,327,6,57.67,SUCCESS,Branch,0
1926,2025-03-25,9,757,3,18.52,SUCCESS,API,0
1927,2025-08-14,132,564,3,42.86,SUCCESS,Web,0
1928,2025-07-26,479,438,1,7.12,SUCCESS,Branch,0
1929,2025-08-15,71,38,4,58.32,FAILED,Mobile,0
1930,2025-03-05,397,575,7,10.68,SUCCESS,Branch,0
1931,2025-10-12,191,376,1,67.67,SUCCESS,Mobile,0
1932,2025-02-06,104,6,10,16.45,SUCCESS,Web,0
1933,2025-09-01,247,714,10,102.53,SUCCESS,Web,0
1934,2025-09-26,319,640,2,35.22,SUCCESS,Branch,0
1935,2025-11-27,61,308,10,60.95,SUCCESS,Branch,0
1936,2025-02-10,420,634,2,29.61,SUCCESS,Mobile,0
1937,2025-09-07,264,122,5,13.29,SUCCESS,Mobile,0
1938,2025-03-10,90,172,11,18.9,SUCCESS,Web,0
1939,2025-02-22,283,420,8,43.8,SUCCESS,Web,0
1940,2025-12-09,496,320,5,188.71,SUCCESS,Mobile,0
1941,2025-11-19,410,247,1,78.68,SUCCESS,Mobile,0
1942,2025-12-07,45,795,1,34.91,SUCCESS,Branch,0
1943,2025-08-01,426,621,5,58.37,SUCCESS,Web,0
1944,2025-10-04,270,193,2,37.73,SUCCESS,Mobile,0
1945,2025-03-30,468,432,12,28.81,SUCCESS,Web,0
1946,2025-12-17,362,165,3,34.28,SUCCESS,Web,0
1947,2025-06-06,493,251,2,23.54,SUCCESS,Branch,1
1948,2025-11-07,476,348,9,34.54,SUCCESS,Web,0
1949,2025-06-06,72,49,5,41.08,SUCCESS,Mobile,0
1950,2025-08-12,376,311,1,31.81,SUCCESS,Branch,0
1951,2025-09-10,52,39,3,24.85,FAILED,Mobile,1
1952,2025-03-26,453,164,8,24.05,SUCCESS,Branch,0
1953,2025-08-20,181,194,4,28.01,SUCCESS,Web,0
1954,2025-02-21,307,450,8,35.33,SUCCESS,API,0
1955,2025-09-02,461,68,1,24.68,SUCCESS,Mobile,0
1956,2025-12-14,130,770,8,45.3,SUCCESS,Web,0
1957,2025-12-15,48,616,10,12.4,SUCCESS,Branch,0
1958,2025-11-13,462,274,9,37.46,SUCCESS,Web,0
1959,2025-10-24,433,681,11,59.25,SUCCESS,Mobile,0
1960,2025-11-18,187,731,12,95.55,SUCCESS,Mobile,0
1961,2026-01-13,323,123,7,31.59,SUCCESS,Web,0
1962,2025-02-21,80,740,3,48.8,SUCCESS,Mobile,0
1963,2026-01-24,137,503,11,37.46,SUCCESS,Web,0
1964,2025-12-28,103,167,2,60.88,SUCCESS,Mobile,0
1965,2025-04-02,2,666,1,28.57,SUCCESS,Branch,0
1966,2025-07-13,75,459,10,44.43,SUCCESS,Mobile,0
1967,2025-11-16,472,616,10,8.99,SUCCESS,Mobile,0
1968,2025-10-02,427,515,7,59.73,SUCCESS,Mobile,0
1969,2025-06-03,221,689,1,35.59,SUCCESS,Web,0
1970,2026-01-28,270,28,6,21.73,SUCCESS,Web,0
1971,2025-10-20,496,144,1,38.91,SUCCESS,Web,0
1972,2025-02-11,424,483,10,76.99,SUCCESS,Web,0
1973,2025-07-22,439,123,4,18.56,SUCCESS,Mobile,0
1974,2025-11-21,252,116,5,19.28,SUCCESS,API,0
1975,2025-06-21,315,22,1,12.41,SUCCESS,API,0
1976,2025-10-22,470,336,8,19.29,SUCCESS,Mobile,1
1977,2026-01-01,303,609,7,18.6,SUCCESS,Branch,0
1978,2025-02-18,368,333,1,29.3,SUCCESS,Web,0
1979,2025-11-19,418,49,5,33.95,SUCCESS,Web,0
1980,2025-07-18,383,509,4,14.21,SUCCESS,Web,0
1981,2025-04-09,384,284,1,39.92,SUCCESS,Branch,0
1982,2025-07-28,164,236,4,38.41,SUCCESS,API,0
1983,2025-06-10,33,400,4,37.89,SUCCESS,Web,0
1984,2025-06-22,359,64,6,19.54,SUCCESS,Mobile,0
1985,2025-08-09,191,188,4,104.8,SUCCESS,Web,0
1986,2025-10-23,235,194,5,48.31,SUCCESS,Mobile,0
1987,2025-10-24,18,26,11,14.8,SUCCESS,Web,0
1988,2025-07-06,406,170,10,12.71,SUCCESS,Branch,0
1989,2025-03-17,217,387,11,20.36,SUCCESS,Mobile,0
1990,2025-02-23,357,620,3,34.91,SUCCESS,Mobile,0
1991,2026-01-18,5,277,7,78.72,SUCCESS,Web,0
1992,2025-08-23,288,800,11,22.04,SUCCESS,Mobile,0
1993,2025-10-01,372,710,3,13.06,SUCCESS,Mobile,0
1994,2025-05-29,177,197,5,39.34,SUCCESS,Web,0
1995,2025-11-30,420,24,2,24.95,SUCCESS,API,0
1996,2025-03-08,73,255,10,35.32,FAILED,Web,0
1997,2025-10-22,270,577,11,29.98,SUCCESS,Web,0
1998,2026-01-17,320,791,10,28.13,SUCCESS,Web,0
1999,2025-09-14,32,592,8,61.21,SUCCESS,Mobile,0
2000,2026-01-10,137,8,4,47.11,SUCCESS,Branch,0
2001,2025-04-25,471,557,1,37.64,SUCCESS,Web,0
2002,2025-10-12,109,473,2,9.09,SUCCESS,API,0
2003,2025-08-15,304,366,11,28.43,SUCCESS,API,0
2004,2025-04-10,308,651,7,55.57,SUCCESS,Mobile,0
2005,2025-07-24,109,569,7,18.44,SUCCESS,API,0
2006,2025-03-13,137,12,2,28.84,FAILED,API,0
2007,2025-02-17,469,72,8,32.02,SUCCESS,Web,0
2008,2025-11-08,108,63,11,37.89,SUCCESS,Mobile,0
2009,2026-01-24,32,163,1,25.87,SUCCESS,Web,0
2010,2025-04-09,364,550,12,42.48,SUCCESS,Mobile,0
2011,2025-08-07,138,277,4,41.58,SUCCESS,Web,0
2012,2025-08-02,93,563,8,19.1,SUCCESS,Mobile,0
2013,2025-09-21,482,402,5,20.6,SUCCESS,Web,0
2014,2025-02-25,214,506,8,36.67,SUCCESS,API,0
2015,2025-08-17,69,666,8,79.63,SUCCESS,Mobile,0
2016,2025-10-28,267,532,9,60.34,SUCCESS,Web,0
2017,2025-03-03,186,793,1,23.54,SUCCESS,Mobile,0
2018,2025-12-31,284,479,1,20.42,FAILED,Web,0
2019,2025-05-14,344,210,12,26.35,SUCCESS,Web,0
2020,2025-07-22,162,464,9,83.12,SUCCESS,Mobile,1
2021,2025-08-18,437,245,7,32.79,SUCCESS,Web,0
2022,2025-08-26,106,429,9,36.92,FAILED,Branch,0
2023,2025-10-29,296,248,2,20.18,SUCCESS,Mobile,0
2024,2025-05-31,192,786,8,33.58,SUCCESS,Web,0
2025,2025-04-27,372,48,1,13.31,SUCCESS,Web,0
2026,2025-10-20,138,14,4,14.41,SUCCESS,Mobile,0
2027,2025-04-22,282,391,8,34.73,SUCCESS,Branch,0
2028,2025-03-29,43,764,12,38.02,SUCCESS,Web,0
2029,2025-03-25,233,678,4,25.76,SUCCESS,Mobile,0
2030,2025-03-30,455,113,3,40.07,SUCCESS,Mobile,0
2031,2025-08-24,428,64,7,15.25,SUCCESS,Web,0
2032,2025-11-04,327,285,5,26.87,SUCCESS,Web,0
2033,2025-04-03,112,87,1,22.56,SUCCESS,Web,0
2034,2025-03-04,441,495,11,31.42,SUCCESS,Web,0
2035,2025-09-05,371,746,4,27.58,SUCCESS,Web,0
2036,2025-02-01,432,249,4,128.88,SUCCESS,Mobile,0
2037,2025-04-14,335,625,12,18.69,SUCCESS,Web,0
2038,2025-02-15,62,226,1,33.02,SUCCESS,API,0
2039,2025-04-09,366,183,11,176.34,SUCCESS,API,0
2040,2025-12-12,237,81,11,47.78,SUCCESS,Mobile,0
2041,2025-09-07,445,787,10,32.34,SUCCESS,Web,0
2042,2025-05-15,195,386,5,54.02,SUCCESS,Mobile,0
2043,2025-02-03,301,93,12,48.34,SUCCESS,Mobile,0
2044,2025-12-29,189,706,2,17.08,SUCCESS,Web,0
2045,2025-06-20,218,466,8,13.07,FAILED,Mobile,0
2046,2025-01-31,199,487,9,35.09,SUCCESS,Mobile,0
2047,2025-12-28,386,106,2,24.84,SUCCESS,Web,0
2048,2025-05-18,202,612,12,129.58,SUCCESS,Branch,0
2049,2025-09-16,350,36,10,64.81,SUCCESS,API,0
2050,2025-10-02,47,696,12,64.8,SUCCESS,Web,0
2051,2025-08-09,255,149,10,7.99,SUCCESS,Web,0
2052,2025-09-26,323,737,4,23.24,SUCCESS,Mobile,0
2053,2025-05-25,230,575,11,32.91,SUCCESS,Web,0
2054,2025-12-30,285,386,2,21.3,SUCCESS,API,0
2055,2025-03-18,191,383,11,22.76,SUCCESS,Branch,0
2056,2025-12-17,25,202,5,28.38,SUCCESS,Web,0
2057,2025-05-26,110,655,7,35.68,SUCCESS,Mobile,0
2058,2025-07-22,260,446,5,167.96,SUCCESS,Mobile,0
2059,2025-01-30,431,268,5,22.13,SUCCESS,Mobile,0
2060,2025-10-11,69,259,2,55.0,SUCCESS,Branch,0
2061,2025-11-18,63,254,11,79.69,SUCCESS,Mobile,0
2062,2025-02-25,262,265,3,18.23,SUCCESS,Web,0
2063,2025-12-02,339,430,6,110.77,SUCCESS,Mobile,0
2064,2026-01-17,18,554,6,38.14,SUCCESS,Web,0
2065,2025-07-03,372,714,1,7.41,SUCCESS,Web,0
2066,2025-09-27,358,31,1,68.93,SUCCESS,Web,0
2067,2025-12-25,36,165,10,12.55,SUCCESS,Web,0
2068,2025-02-24,332,779,9,79.42,SUCCESS,Web,0
2069,2026-01-15,88,701,11,59.38,SUCCESS,Mobile,0
2070,2025-02-15,185,283,11,17.74,SUCCESS,Mobile,0
2071,2025-02-07,158,70,2,26.21,SUCCESS,API,0
2072,2025-06-08,248,235,2,49.93,SUCCESS,Mobile,0
2073,2025-04-26,398,94,12,23.74,SUCCESS,Mobile,0
2074,2025-05-29,295,299,9,94.07,SUCCESS,Mobile,0
2075,2025-08-04,386,262,12,57.33,SUCCESS,Mobile,0
2076,2025-08-07,378,141,5,13.51,SUCCESS,Web,0
2077,2025-06-29,290,230,6,29.81,SUCCESS,Web,0
2078,2025-02-06,58,780,3,45.23,SUCCESS,API,0
2079,2025-11-01,373,263,7,20.74,SUCCESS,Web,0
2080,2025-05-16,212,654,2,63.75,SUCCESS,Mobile,0
2081,2025-08-13,356,713,5,47.88,SUCCESS,Web,0
2082,2025-07-08,372,99,4,50.95,SUCCESS,Branch,0
2083,2025-03-22,215,303,8,27.41,SUCCESS,Branch,0
2084,2025-04-15,419,263,2,17.97,SUCCESS,Mobile,0
2085,2025-03-10,290,551,1,68.75,SUCCESS,Mobile,0
2086,2025-06-12,469,696,2,95.22,SUCCESS,Branch,0
2087,2025-12-02,381,213,2,61.55,SUCCESS,Web,0
2088,2025-10-13,358,403,8,56.53,SUCCESS,Web,0
2089,2026-01-07,494,635,1,34.38,SUCCESS,Mobile,0
2090,2025-04-15,136,283,1,21.65,SUCCESS,Web,0
2091,2025-05-16,299,61,10,51.67,SUCCESS,Mobile,0
2092,2025-07-12,319,578,1,22.73,SUCCESS,Mobile,0
2093,2025-03-21,255,440,3,60.41,SUCCESS,Mobile,0
2094,2025-08-18,371,357,5,38.99,SUCCESS,Mobile,0
2095,2025-06-27,190,108,8,13.65,SUCCESS,Web,0
2096,2025-03-03,350,140,8,34.25,SUCCESS,Mobile,0
2097,2025-12-22,111,243,12,15.71,SUCCESS,Mobile,1
2098,2025-10-18,276,341,10,14.38,SUCCESS,Mobile,1
2099,2026-01-20,180,606,5,8.76,FAILED,Mobile,0
2100,2025-11-12,84,342,5,14.74,SUCCESS,Mobile,0
2101,2025-03-22,471,664,7,16.22,SUCCESS,Mobile,0
2102,2025-09-08,84,224,1,71.02,SUCCESS,Mobile,0
2103,2026-01-20,302,173,1,46.72,SUCCESS,Web,0
2104,2025-09-16,343,716,11,109.89,SUCCESS,Mobile,0
2105,2025-12-13,388,759,1,29.46,SUCCESS,Mobile,0
2106,2025-08-30,62,183,8,15.23,FAILED,Branch,0
2107,2025-08-26,383,455,8,32.94,SUCCESS,Web,0
2108,2025-11-26,138,565,4,25.67,SUCCESS,Branch,0
2109,2025-10-09,424,787,5,42.69,SUCCESS,Web,0
2110,2025-02-23,133,691,7,14.09,SUCCESS,Branch,0
2111,2026-01-19,352,98,6,34.08,SUCCESS,Mobile,0
2112,2025-02-04,146,638,2,74.34,SUCCESS,Web,0
2113,2025-03-22,317,194,7,75.03,SUCCESS,Web,0
2114,2025-02-14,441,557,2,67.62,SUCCESS,Branch,0
2115,2025-05-31,319,384,4,46.09,SUCCESS,Mobile,0
2116,2025-11-24,89,358,4,58.21,SUCCESS,Branch,0
2117,2025-12-26,255,424,11,32.36,SUCCESS,Web,0
2118,2025-12-26,209,723,5,42.62,SUCCESS,Web,0
2119,2025-05-05,261,390,1,30.65,SUCCESS,Branch,0
2120,2025-10-18,355,681,3,23.85,SUCCESS,API,0
2121,2025-07-30,490,145,8,38.64,SUCCESS,Web,0
2122,2025-11-20,251,552,6,91.88,SUCCESS,Mobile,0
2123,2025-12-09,21,510,3,39.14,SUCCESS,Mobile,0
2124,2025-02-15,100,421,2,44.25,SUCCESS,Mobile,0
2125,2025-08-13,275,85,11,52.79,SUCCESS,Mobile,0
2126,2025-09-29,151,698,6,40.19,SUCCESS,Mobile,0
2127,2025-03-16,325,551,3,29.02,SUCCESS,Web,0
2128,2025-12-14,161,734,7,52.91,SUCCESS,Branch,0
2129,2025-10-04,388,703,7,21.34,SUCCESS,Mobile,0
2130,2025-11-26,481,28,11,67.09,SUCCESS,Web,0
2131,2025-08-04,239,175,2,70.53,SUCCESS,Mobile,0
2132,2025-04-07,35,237,4,32.19,FAILED,Branch,0
2133,2025-12-11,315,559,3,22.26,SUCCESS,Mobile,0
2134,2025-11-17,42,110,8,119.17,SUCCESS,Web,0
2135,2025-07-08,127,486,8,21.74,SUCCESS,API,0
2136,2025-12-28,218,388,4,27.75,SUCCESS,Mobile,0
2137,2025-11-11,357,189,4,9.92,SUCCESS,Web,0
2138,2026-01-08,86,274,6,75.58,SUCCESS,Branch,0
2139,2025-05-01,203,690,6,13.99,SUCCESS,Mobile,0
2140,2025-04-19,49,508,6,44.37,SUCCESS,API,0
2141,2025-10-09,474,605,2,39.75,SUCCESS,Branch,0
2142,2025-08-29,297,603,12,31.6,SUCCESS,Mobile,0
2143,2025-07-26,333,245,8,23.92,SUCCESS,Mobile,0
2144,2025-09-15,206,513,7,43.14,SUCCESS,Web,0
2145,2025-08-15,105,35,2,94.22,FAILED,Branch,0
2146,2025-10-03,49,261,8,28.45,SUCCESS,Mobile,0
2147,2025-12-05,71,628,11,12.26,SUCCESS,Web,0
2148,2025-04-27,464,262,1,11.17,SUCCESS,Mobile,0
2149,2025-06-19,84,60,10,29.58,SUCCESS,Branch,0
2150,2026-01-10,493,100,7,25.18,SUCCESS,Web,0
2151,2025-07-02,174,645,6,29.88,SUCCESS,Web,0
2152,2025-02-13,320,236,9,39.32,SUCCESS,Web,0
2153,2025-06-14,434,672,3,24.77,SUCCESS,Branch,0
2154,2026-01-03,252,255,9,173.48,SUCCESS,Mobile,0
2155,2025-03-13,427,749,5,41.66,SUCCESS,Web,0
2156,2025-05-06,155,607,5,56.89,FAILED,Mobile,0
2157,2025-11-30,290,40,6,30.15,SUCCESS,Web,0
2158,2025-05-18,214,237,3,30.27,SUCCESS,Web,0
2159,2025-06-27,191,236,4,23.19,SUCCESS,Mobile,0
2160,2025-05-27,358,74,12,34.65,SUCCESS,Web,0
2161,2025-07-01,101,735,10,13.27,SUCCESS,Web,0
2162,2025-12-27,195,29,6,12.63,SUCCESS,API,0
2163,2025-09-24,155,444,5,22.83,SUCCESS,Mobile,0
2164,2025-07-09,7,23,10,18.77,SUCCESS,Mobile,0
2165,2025-04-29,483,516,11,22.83,SUCCESS,Branch,0
2166,2025-06-14,493,244,8,27.06,SUCCESS,Branch,0
2167,2025-03-02,123,546,7,27.84,SUCCESS,Web,0
2168,2025-07-22,279,617,1,53.92,SUCCESS,API,0
2169,2025-12-07,450,678,6,52.66,SUCCESS,Web,0
2170,2025-05-28,127,27,5,32.55,SUCCESS,API,0
2171,2025-02-08,216,83,12,108.97,SUCCESS,Web,0
2172,2025-11-07,386,159,10,25.03,SUCCESS,Mobile,0
2173,2025-10-13,242,477,9,54.57,SUCCESS,Mobile,0
2174,2025-08-05,164,667,12,44.85,SUCCESS,API,0
2175,2025-08-19,314,171,12,29.07,SUCCESS,Mobile,0
2176,2025-10-23,465,608,3,30.63,SUCCESS,API,0
2177,2025-03-18,11,753,4,25.41,SUCCESS,Web,0
2178,2025-09-06,263,633,4,52.21,SUCCESS,Mobile,0
2179,2025-12-23,322,195,4,70.05,SUCCESS,Web,0
2180,2025-09-10,463,231,9,33.85,SUCCESS,Web,0
2181,2025-06-20,366,646,8,10.8,SUCCESS,Web,0
2182,2025-11-27,287,571,9,45.96,SUCCESS,Mobile,0
2183,2025-03-15,46,131,4,29.74,FAILED,API,0
2184,2025-04-24,326,500,3,17.58,SUCCESS,Web,0
2185,2025-05-14,254,461,12,34.65,SUCCESS,API,0
2186,2025-10-03,229,27,5,26.88,SUCCESS,Web,0
2187,2025-09-14,494,245,2,17.15,SUCCESS,Mobile,0
2188,2025-03-12,309,130,5,29.0,SUCCESS,Web,0
2189,2025-05-29,349,320,2,77.22,SUCCESS,Branch,0
2190,2025-02-09,68,232,10,36.06,SUCCESS,Mobile,0
2191,2026-01-16,46,172,2,33.63,SUCCESS,API,0
2192,2026-01-18,293,588,7,43.29,SUCCESS,Web,0
2193,2025-08-03,332,567,10,38.14,SUCCESS,API,0
2194,2025-07-27,155,239,4,27.98,SUCCESS,Branch,0
2195,2025-03-12,281,633,6,37.23,SUCCESS,Web,0
2196,2025-03-24,493,332,9,34.83,SUCCESS,Web,0
2197,2026-01-26,12,407,10,9.13,SUCCESS,Web,0
2198,2025-11-03,188,704,3,45.49,SUCCESS,Branch,0
2199,2025-02-23,17,522,1,34.02,SUCCESS,Web,0
2200,2025-09-30,434,291,3,45.83,SUCCESS,Web,0
2201,2026-01-23,460,646,3,32.74,SUCCESS,Web,0
2202,2025-09-22,128,601,3,26.83,SUCCESS,Web,0
2203,2025-12-20,351,767,4,18.69,SUCCESS,Web,0
2204,2025-02-13,119,182,11,36.48,SUCCESS,Mobile,0
2205,2026-01-19,9,734,3,36.39,SUCCESS,Mobile,0
2206,2025-06-01,211,380,5,74.43,SUCCESS,Branch,0
2207,2025-07-12,118,719,8,24.78,SUCCESS,Branch,0
2208,2025-11-19,29,82,3,63.17,SUCCESS,Mobile,0
2209,2025-06-24,117,632,10,53.35,SUCCESS,Branch,0
2210,2025-04-23,384,337,6,20.87,SUCCESS,Mobile,0
2211,2025-02-21,409,60,1,14.44,SUCCESS,Web,0
2212,2025-02-26,399,782,4,60.87,SUCCESS,Mobile,0
2213,2025-07-01,393,686,1,43.62,SUCCESS,API,0
2214,2025-09-15,141,784,2,54.18,SUCCESS,API,0
2215,2025-02-10,303,371,3,36.21,SUCCESS,Web,0
2216,2025-02-12,428,283,5,17.93,SUCCESS,Mobile,0
2217,2025-03-24,234,747,9,36.9,SUCCESS,Web,0
2218,2025-12-04,131,421,11,48.95,SUCCESS,Web,0
2219,2025-02-07,378,61,9,8.71,SUCCESS,Mobile,0
2220,2025-03-22,458,404,3,44.16,SUCCESS,Mobile,0
2221,2025-08-06,402,793,8,54.44,SUCCESS,Web,0
2222,2025-04-19,394,178,2,57.92,SUCCESS,Mobile,0
2223,2025-04-03,164,570,9,43.57,SUCCESS,Mobile,0
2224,2026-01-01,380,590,4,25.73,SUCCESS,Web,0
2225,2025-02-15,476,421,2,31.85,FAILED,Web,0
2226,2025-09-01,185,133,5,13.65,FAILED,API,0
2227,2025-11-30,259,330,12,62.2,SUCCESS,Mobile,0
2228,2025-12-16,404,10,7,53.25,SUCCESS,Web,0
2229,2025-08-12,402,265,11,27.1,FAILED,Mobile,0
2230,2025-07-30,433,289,6,47.37,SUCCESS,Mobile,0
2231,2025-03-29,165,408,9,48.07,SUCCESS,Web,0
2232,2025-05-20,20,70,7,17.14,SUCCESS,Mobile,0
2233,2026-01-24,330,507,6,112.31,SUCCESS,Mobile,0
2234,2025-06-12,482,57,8,20.01,SUCCESS,Web,0
2235,2025-06-05,448,538,7,9.28,SUCCESS,Web,0
2236,2025-08-19,278,679,7,42.16,SUCCESS,API,0
2237,2025-02-04,149,172,8,40.54,SUCCESS,Mobile,0
2238,2025-06-11,225,320,12,26.13,SUCCESS,Web,0
2239,2025-11-19,336,495,6,37.56,SUCCESS,Mobile,0
2240,2025-07-04,490,432,10,20.68,SUCCESS,Mobile,0
2241,2025-06-23,419,195,12,11.89,SUCCESS,API,0
2242,2025-08-30,100,48,5,59.45,SUCCESS,Web,0
2243,2025-05-23,385,552,4,39.77,SUCCESS,Mobile,0
2244,2025-02-18,380,174,8,26.5,SUCCESS,Web,0
2245,2025-03-13,396,352,9,94.36,SUCCESS,API,0
2246,2025-12-12,13,771,9,27.74,SUCCESS,Mobile,0
2247,2025-04-30,251,398,11,47.25,SUCCESS,Mobile,0
2248,2025-09-15,8,765,12,18.4,SUCCESS,Mobile,0
2249,2025-06-07,371,723,4,8.81,SUCCESS,Branch,0
2250,2025-07-12,159,260,9,47.88,SUCCESS,Mobile,0
2251,2025-08-12,261,767,2,47.02,SUCCESS,Mobile,0
2252,2025-06-28,128,652,11,104.46,SUCCESS,Web,0
2253,2025-11-08,172,511,7,16.87,SUCCESS,Web,0
2254,2025-01-31,307,374,4,12.1,SUCCESS,Branch,0
2255,2025-10-06,356,763,11,22.91,SUCCESS,Mobile,0
2256,2025-06-04,495,240,4,46.17,SUCCESS,Web,0
2257,2025-03-25,153,643,12,8.9,FAILED,API,0
2258,2025-04-04,429,3,12,34.74,SUCCESS,Mobile,0
2259,2025-03-26,13,637,8,25.09,SUCCESS,Mobile,1
2260,2025-07-28,419,743,3,26.06,SUCCESS,Web,0
2261,2025-02-19,32,298,11,19.56,SUCCESS,Web,0
2262,2025-10-17,456,249,5,64.47,SUCCESS,Mobile,0
2263,2025-11-10,406,464,5,12.72,SUCCESS,Mobile,0
2264,2025-09-29,134,147,3,58.5,SUCCESS,Web,0
2265,2025-05-17,49,156,11,44.27,SUCCESS,Web,0
2266,2025-07-21,267,294,4,24.86,SUCCESS,Branch,0
2267,2025-04-23,71,117,9,83.48,SUCCESS,Branch,0
2268,2025-08-16,143,504,3,10.67,SUCCESS,Mobile,0
